park_num,PARK_NAME,MUNI,shoreline_length_m,gentle_shoreline_length_m,steep_or_unknown_shoreline_length_m,mean_shoreline_slope_degrees,segment_count,gentle_shoreline_ratio,gentle_shoreline_percent,slope_threshold_degrees,segment_length_m_used,landside_buffer_m_used
2,"Drummond Walk Dog off leash trail
",Burnaby,2667.959657920961,1907.9595394212727,760.0001184996883,8.067387584064216,134,0.7151380770532613,71.51380770532613,10,20,10
6,Burnaby Fraser Foreshore Park,Burnaby,3929.694084379898,0.0,3929.694084379898,50.7917796413557,197,0.0,0.0,10,20,10
7,"Deer lake (lakefront)
",Burnaby,2372.252953510262,619.9998130188884,1752.2531404913739,26.001584045242197,119,0.2613548492379214,26.13548492379214,10,20,10
8,Burnaby Lake,Burnaby,17987.596895209987,10098.37093400917,7889.2259612008165,13.47354691729006,903,0.561407451636762,56.1407451636762,10,20,10
10,Kings Mill Walk Park,North Vancouver - City,918.123366762809,0.0,918.123366762809,31.321585261650476,46,0.0,0.0,10,20,10
11,Waterfront Park,North Vancouver - City,231.15108186695258,59.99997012458154,171.15111174237103,22.008049105381073,12,0.25957036255238775,25.957036255238776,10,20,10
12,"Lynnmouth Park (riverfront)
",North Vancouver - City,392.9572460333934,0.0,392.9572460333934,46.95805134447919,23,0.0,0.0,10,20,10
13,Spanish Banks Beach Park and Extension,Vancouver,1762.6313598333434,1562.6314405822764,199.999919251067,5.8352901257871,89,0.8865333252269056,88.65333252269056,10,20,10
14,Locarno Beach Park,Vancouver,1145.8414551521541,1065.8414194119596,80.00003574019452,4.829948055844162,59,0.9301822818676329,93.01822818676328,10,20,10
15,Jericho Beach Park,Vancouver,998.6183502389856,878.6183065491207,120.00004368986497,6.975110178774189,50,0.8798339288866993,87.98339288866993,10,20,10
16,Kitsilano Beach Park,Vancouver,1270.0840325103816,1010.0838454149588,260.0001870954228,7.19849771244987,64,0.7952889884132154,79.52889884132153,10,20,10
17,Sunset Beach Park,Vancouver,318.9622391016774,258.96226156057696,59.999977541100435,8.900614128668533,16,0.8118900290201,81.18900290201,10,20,10
18,English Bay Beach Park,Vancouver,1430.2640097417602,919.9999418369412,510.26406790481906,8.221722373097414,72,0.643237846698702,64.3237846698702,10,20,10
21,John Hendry (Trout Lake) Park,Vancouver,916.2193130332665,120.00007205890893,796.2192409743576,32.00991832680519,46,0.13097308728587334,13.097308728587334,10,20,10
22,Don Roberts Park,Coquitlam,48.87760944511876,0.0,48.87760944511876,30.56018449311168,3,0.0,0.0,10,20,10
24,Maquabeak Park,Coquitlam,116.04708936860058,116.04708936860058,0.0,2.268225790768085,6,1.0,100.0,10,20,10
25,Coquitlam River Park,Coquitlam,2022.8677105728093,0.0,2022.8677105728093,60.062940799746954,102,0.0,0.0,10,20,10
26,Captain's Cove Park,Delta,1217.8988999138403,60.00000072531354,1157.8988991885267,46.7811103654202,61,0.0492651735949168,4.92651735949168,10,20,10
31,Fred Gingell Park,Delta,54.982279413770925,54.982279413770925,0.0,7.381504510346968,3,1.0,100.0,10,20,10
32,Panorama Park,North Vancouver - District,119.93433412509216,39.93430331801129,80.00003080708086,23.07090069999991,6,0.33296806631168346,33.296806631168344,10,20,10
33,"Lowry Lane Waterfront Park
",North Vancouver - District,27.299944767078596,7.299918439985643,20.000026327092954,9.73300101427272,2,0.26739682084590594,26.739682084590594,10,20,10
35,"Deep Cove’s Parkside Beach
",North Vancouver - District,50.63850794563096,0.0,50.63850794563096,52.36175464658994,3,0.0,0.0,10,20,10
36,Seylynn Park,North Vancouver - District,649.921199005107,0.0,649.921199005107,50.0210921480797,33,0.0,0.0,10,20,10
37,"Cates Park
",North Vancouver - District,1534.2395748439385,554.2394700458678,980.0001047980708,24.945741601379016,77,0.36124701717607866,36.12470171760786,10,20,10
38,"Harbourview Park (riverfront)
",North Vancouver - District,444.7804726117932,0.0,444.7804726117932,47.42699683340296,23,0.0,0.0,10,20,10
39,Bridgman Park,North Vancouver - District,479.32009020320777,0.0,479.32009020320777,49.433243026697085,24,0.0,0.0,10,20,10
40,"Brookswood Pond
","Langley - Township
",1216.2942251623435,0.0,1216.2942251623435,53.322758546964735,61,0.0,0.0,10,20,10
42,Emmeline Mohun Park (riverfro,Maple Ridge,9.652854074179112,9.652854074179112,0.0,9.156058094714364,1,1.0,100.0,10,20,10
43,Port Haney Wharf,Maple Ridge,20.809362072435633,0.0,20.809362072435633,21.193583710629618,2,0.0,0.0,10,20,10
44,"Pacific Spirit Regional Park (Acadia, Tower, and Wreck Beaches combined)",Metro Vancouver,4969.699537428828,4389.699428740857,580.0001086879714,6.467808882385951,249,0.8832927213567431,88.3292721356743,10,20,10
46,"Pitt River Regional Greenway at Harris Rd & fraser Way
",Metro Vancouver,1180.7423471310613,0.0,1180.7423471310613,55.50118140779743,60,0.0,0.0,10,20,10
49,"Kanaka Creek Regional Park (riverfront) 1
",Metro Vancouver,11935.233450457823,4270.630771426274,7664.602679031549,24.95959942408695,601,0.3578171125980328,35.78171125980328,10,20,10
50,"Sapperton Landing Park
",New Westminster,820.36854814516,100.00002769979514,720.3685204453649,32.04634111121289,42,0.12189646705239197,12.189646705239197,10,20,10
53,"Quayside Park
",New Westminster,54.9239537468454,0.0,54.9239537468454,30.00289076078812,3,0.0,0.0,10,20,10
54,"Waterfront Esplanade and Park
",New Westminster,662.6450461672445,0.0,662.6450461672445,45.084867400694804,34,0.0,0.0,10,20,10
55,"Westminster Pier Park
",New Westminster,585.7281620964569,240.0000962272391,345.72806586921774,14.805592026174944,30,0.40974655438834134,40.974655438834134,10,20,10
56,Citadel Landing & Traboulay Trail,Port Coquitlam,4179.649977833107,980.0000189952879,3199.649958837819,29.885354587546658,210,0.2344693991584812,23.44693991584812,10,20,10
57,"Dominion Park
",Port Coquitlam,636.7158481834064,240.0000550516488,396.7157931317576,14.710041321395877,32,0.3769343196598377,37.69343196598377,10,20,10
58,"Lions Park
",Port Coquitlam,374.72902655489816,0.0,374.72902655489816,53.27050722712955,19,0.0,0.0,10,20,10
59,"Shaughnessy Park
",Port Coquitlam,1099.147561550452,20.000035091262053,1079.1475264591902,48.9430278661624,55,0.018195950926780113,1.8195950926780113,10,20,10
61,Rocky  Point Park,"Port Moody
",1911.7459416558474,300.0000143493787,1611.7459273064687,41.125693484547604,96,0.1569246246651035,15.692462466510351,10,20,10
62,Old Orchard Park,"Port Moody
",307.58981154164263,67.5898290957966,239.99998244584603,38.545510525762026,16,0.21974014274736808,21.97401427473681,10,20,10
63,Old Mill Site Park,"Port Moody
",938.8585830244623,539.9999726209626,398.8586104034997,17.697312735072657,47,0.5751664653066209,57.516646530662086,10,20,10
64,Terra Nova Park 1,Richmond,1547.6520266923617,399.99992151561725,1147.6521051767445,13.798230631776672,78,0.2584559801666116,25.84559801666116,10,20,10
65,Tait Waterfront,Richmond,845.3546235004991,0.0,845.3546235004991,17.918722132335397,43,0.0,0.0,10,20,10
67,Imperial Landing Park,Richmond,596.2802579431457,181.5763502107272,414.7039077324185,27.356391533805347,31,0.3045151131400366,30.45151131400366,10,20,10
68,"North Arm Dyke (riverfront)
",Richmond,1651.9889932028975,1031.9890933265306,619.9998998763668,10.791584131042491,83,0.6246948966201626,62.469489662016265,10,20,10
70,Crescent Beach 1,Surrey,1376.0851089432444,820.0000714214258,556.0850375218188,12.157913570203599,69,0.5958934270069527,59.58934270069527,10,20,10
72,Horseshoe Bay Park,West Vancouver,119.68248805905128,60.00001627212842,59.68247178692287,17.941850035183506,7,0.5013266121483407,50.13266121483407,10,20,10
73,Centennial Seawalk,West Vancouver,1505.176869795297,219.96091844746041,1285.2159513478366,13.068862780704773,77,0.14613626003791497,14.613626003791497,10,20,10
74,"West Bay Park
",West Vancouver,63.27489635876863,0.0,63.27489635876863,35.90274209652916,4,0.0,0.0,10,20,10
75,Erwin Park,West Vancouver,20.143899310391074,0.0,20.143899310391074,14.384879945144665,2,0.0,0.0,10,20,10
76,Caulfield Park 1,West Vancouver,1085.432395882262,19.99999398785665,1065.4324018944053,32.80379890682614,56,0.01842583109158101,1.842583109158101,10,20,10
77,Gulf Beach Park,West Vancouver,26.386584530501793,0.0,26.386584530501793,27.59691807696659,3,0.0,0.0,10,20,10
78,Eagle Harbour Beach Park,West Vancouver,97.0388763347129,17.03891824105485,79.99995809365805,22.614227681421113,5,0.175588577327329,17.5588577327329,10,20,10
79,Larson Bay Park,West Vancouver,110.47795615993512,79.99998988803587,30.47796627189925,10.311679832361083,6,0.7241262661686342,72.41262661686342,10,20,10
80,"Bellevue Ave Park
",West Vancouver,10.871236136487376,0.0,10.871236136487376,19.091595568680408,1,0.0,0.0,10,20,10
82,Stearman Beach,West Vancouver,394.438533398728,20.000067127181357,374.43846627154664,25.110625070309776,20,0.05070515538846655,5.070515538846656,10,20,10
83,Parthenon Park (aka Balmy Beach),West Vancouver,38.11148020974193,38.11148020974193,0.0,4.7023412389897405,2,1.0,100.0,10,20,10
84,Whytecliff Park 1,West Vancouver,563.9800380209995,39.99996200649977,523.9800760144998,41.0171149966553,29,0.07092442872066758,7.092442872066758,10,20,10
85,Altamont Beach Park,West Vancouver,95.21982198193044,0.0,95.21982198193044,49.2440633527575,5,0.0,0.0,10,20,10
86,Sandy Cove Park,West Vancouver,49.47107337977616,0.0,49.47107337977616,39.292891544764665,3,0.0,0.0,10,20,10
87,Kew Beach Park,West Vancouver,54.43040141519093,0.0,54.43040141519093,41.67068125660001,3,0.0,0.0,10,20,10
88,Garrow Bay Park,West Vancouver,10.780767637262283,0.0,10.780767637262283,26.62005058228972,1,0.0,0.0,10,20,10
89,"Citrus Park
",West Vancouver,8.676501971070538,8.676501971070538,0.0,0.0,1,1.0,100.0,10,20,10
90,Dundarave Park,West Vancouver,291.72185591833215,20.000027572813686,271.7218283455185,19.102791868719642,16,0.06855855043789627,6.855855043789627,10,20,10
91,Ambleside Park 1,West Vancouver,1100.728654921283,780.7287064023398,319.9999485189431,8.563990054760492,56,0.709283530424828,70.9283530424828,10,20,10
93,Memorial Park (including Totem Park parcel),White Rock,2264.9968971252074,300.00013768681737,1964.9967594383897,16.8121280443579,114,0.13245057336174954,13.245057336174954,10,20,10
97,"Maplewood Farm
",North Vancouver - District,651.5575119659347,0.0,651.5575119659347,50.986753820843944,34,0.0,0.0,10,20,10
98,Sutcliffe Park,Vancouver,126.33358708847697,0.0,126.33358708847697,21.845041835337614,7,0.0,0.0,10,20,10
99,Gladstone-Riverside Park,Vancouver,373.60775827830423,20.000016461726574,353.60774181657763,26.596530005558478,19,0.05353212297810036,5.353212297810036,10,20,10
100,Kinross Corridor – South,Vancouver,93.64700330188103,0.0,93.64700330188103,49.88304079223472,5,0.0,0.0,10,20,10
101,New Brighton Park,Vancouver,654.9122864737817,334.9122721516729,320.00001432210877,12.635419498740333,33,0.5113849275220164,51.138492752201635,10,20,10
102,David Lam Park,Vancouver,288.8192938874044,100.0000405396738,188.81925334773058,19.218911011071146,15,0.34623739707174345,34.623739707174344,10,20,10
103,Coopers' Park,Vancouver,304.56505839739333,140.00002207238418,164.56503632500915,14.142114859087458,17,0.4596719755347431,45.96719755347431,10,20,10
104,Creekside Park,Vancouver,305.7460477727024,67.62679559753977,238.11925217516264,13.967493060198521,17,0.2211861644334806,22.11861644334806,10,20,10
105,Riverfront Park,Vancouver,293.35434393228087,40.000016728010046,253.35432720427082,34.197804949508445,16,0.13635392676252245,13.635392676252245,10,20,10
106,Deering Island Park,Vancouver,133.22268711165722,0.0,133.22268711165722,28.341305551690905,7,0.0,0.0,10,20,10
108,Charleson Park,Vancouver,577.4608446936361,180.00011934993563,397.46072534370046,17.55466046716125,29,0.3117096527045608,31.17096527045608,10,20,10
110,Hadden Park,Vancouver,365.1675597891543,205.16762214505783,159.99993764409652,11.665077351827149,20,0.5618451492885087,56.184514928850874,10,20,10
111,Vanier Park,Vancouver,603.0886867049736,240.111554338977,362.97713236599657,15.035418845271606,32,0.3981363929256357,39.81363929256357,10,20,10
112,George Wainborn Park,Vancouver,261.0955755885201,0.0,261.0955755885201,34.811262321335576,14,0.0,0.0,10,20,10
113,Habitat Island Park,Vancouver,251.28331745457734,131.28335116092572,119.99996629365161,15.42302923306403,13,0.5224515200244316,52.24515200244316,10,20,10
114,CRAB Park at Portside,Vancouver,327.908230749079,20.0000152822311,307.9082154668479,18.144315357429974,17,0.06099272115415564,6.099272115415564,10,20,10
115,Volunteer Park,Vancouver,71.44920777247411,40.00003179790776,31.44917597456635,11.641718950900906,4,0.5598387028346844,55.98387028346844,10,20,10
116,LYNN CANYON PARK,North Vancouver - District,3099.9569090343007,0.0,3099.9569090343007,50.01382470305931,156,0.0,0.0,10,20,10
118,Maple Ridge Park,Maple Ridge,722.8324086313233,0.0,722.8324086313233,57.69489078308603,37,0.0,0.0,10,20,10
119,Galette Park,Coquitlam,100.28179073783906,0.0,100.28179073783906,52.81869604643247,6,0.0,0.0,10,20,10
120,Town Centre Park,Coquitlam,898.9621367304944,279.9999685150987,618.9621682153956,28.689456553756347,45,0.3114702578391705,31.147025783917048,10,20,10
121,Como Lake Park,Coquitlam,746.058949367045,0.0,746.058949367045,45.35223789972404,38,0.0,0.0,10,20,10
122,Oxley Street Park,West Vancouver,10.188620746630253,10.188620746630253,0.0,9.628528556227684,1,1.0,100.0,10,20,10
123,Latimer Park,Surrey,537.8830179123667,0.0,537.8830179123667,47.731275529782266,29,0.0,0.0,10,20,10
125,Seymour River Heritage Park,North Vancouver - District,4622.419637509155,0.0,4622.419637509155,61.72524397910753,261,0.0,0.0,10,20,10
126,Capilano River Regional Park,Metro Vancouver,1761.1038469486475,0.0,1761.1038469486475,59.67943598743614,97,0.0,0.0,10,20,10
127,Klee Wyck Park - DNV,North Vancouver - District,162.61631791408976,0.0,162.61631791408976,55.69776350312229,10,0.0,0.0,10,20,10
128,Klee Wyck Park - DWV,West Vancouver,118.99467408030304,0.0,118.99467408030304,59.47398069567498,6,0.0,0.0,10,20,10
129,Cross's Cabins,Maple Ridge,528.0275649934147,0.0,528.0275649934147,51.04871358433452,27,0.0,0.0,10,20,10
130,Davidson's Pool,Maple Ridge,65.50438441862943,0.0,65.50438441862943,54.156995641180245,5,0.0,0.0,10,20,10
131,Coquitlam River Greenway and Natural Areas,Coquitlam,637.2940064615976,0.0,637.2940064615976,53.659842821735324,32,0.0,0.0,10,20,10
132,Hockaday Park,Coquitlam,49.46740915790541,0.0,49.46740915790541,53.67069229690151,3,0.0,0.0,10,20,10
134,Marina Park,Langley - Township,205.15278121482396,0.0,205.15278121482396,44.75789013027968,11,0.0,0.0,10,20,10
135,Bedford Channel Landing,Langley - Township,286.48765843787794,0.0,286.48765843787794,41.915434990066835,15,0.0,0.0,10,20,10
136,Westwood Park,Port Coquitlam,1066.44852595938,20.000024949239034,1046.448501010141,51.658274738335464,54,0.01875385868365935,1.875385868365935,10,20,10
137,Klootchman Park,West Vancouver,296.9994274794014,0.0,296.9994274794014,51.75012265465207,15,0.0,0.0,10,20,10
138,John Lawson Park,West Vancouver,146.77506483726972,86.77510640125145,59.99995843601829,9.048925774565008,9,0.591211501064295,59.121150106429496,10,20,10
139,Elgin Heritage Park,Surrey,347.36577965883913,0.0,347.36577965883913,31.501639361958112,18,0.0,0.0,10,20,10
140,National Park,Canada - federal,122.48138307136809,0.0,122.48138307136809,51.4269278641952,7,0.0,0.0,10,20,10
141,Deep Cove Park,North Vancouver - District,300.65046859811264,0.0,300.65046859811264,36.038187722819465,16,0.0,0.0,10,20,10
142,Strathcona Park,North Vancouver - District,15.916177909827114,0.0,15.916177909827114,25.09349726909591,1,0.0,0.0,10,20,10
143,Hume Park,New Westminster,453.3947591109234,0.0,453.3947591109234,40.69307110015858,23,0.0,0.0,10,20,10
144,Park Site on South East False Creek (Hinge Park),Vancouver,32.21115842847152,0.0,32.21115842847152,17.32987860605097,2,0.0,0.0,10,20,10
145,"Stanley Park (Seawall, Second Beach, Third Beach)",Vancouver,7608.501343237179,2079.9998699674593,5528.50147326972,25.544300780315304,382,0.27337839294939054,27.337839294939055,10,20,10
146,Lost Lagoon,Vancouver,1670.700355796966,19.999999287186107,1650.7003565097798,45.45169648489813,84,0.01197102713110132,1.197102713110132,10,20,10
147,Beaver Lake,Vancouver,735.6414326616285,39.99996844689048,695.641464214738,47.70433334596,38,0.054374273485611545,5.437427348561155,10,20,10
